Shareholder,Percent,Company,shareholder_id,company_national_id,shareholder_rasmio,shareholder_national_id
,0.0112,بیمه زندگی خاورمیانه,,14006444985,,10102486971
,0.2,,,14006513174,,10101727833
,0.1907,,,14006513174,بانک سپه,10862064732
,0.0271,,,14006513174,,10000000049
,0.01,,,14006513174,,14003705256
,0.316,گروه توسعه هنر ایران,,14007396254,,10104025434
,0.0633,گروه توسعه هنر ایران,,14007396254,سرمایه گذاری گروه توسعه ملی,10101339590
,0.0588,گروه توسعه هنر ایران,,14007396254,,10103616471
,0.7968,,,14008126329,,10102411479
,0.2031,,,14008126329,,10860246171
,0.2,,,14009058908,سرمایه آب خاک توسعه,10104000426
,0.2,,,14009058908,,10380667692
,0.145,,,14009058908,گروه مالی دانایان,10102927198
,0.1413,,,14009058908,,10860712482
,0.065,,,14009058908,,10102425103
,0.05,,,14009058908,,10320903570
,0.025,,,14009058908,هلدینگ سرآمد,14004460426
,0.02,,,14009058908,بیمه اتکایی ایرانیان,10320202522
,0.0151,,,14009058908,,10000000051
,0.012,,,14009058908,پروژه های صنعتی ایران,10101128860
,0.35,تامین سرمایه دماوند,,14009060582,مادر تخصصی مالی و سرمایه گذاری سینا,10340058917
,0.3475,تامین سرمایه دماوند,,14009060582,گسترش صنعت نوین ایرانیان,10320898341
,0.0484,تامین سرمایه دماوند,,14009060582,سرمایه گذاری پرتو تابان معادن و فلزات,14009066759
,0.0472,تامین سرمایه دماوند,,14009060582,سرمایه گذاری زرین پرشیا,10102986880
,0.0446,تامین سرمایه دماوند,,14009060582,گروه خدمات بازار سرمایه الگوریتم,10103501252
,0.0417,تامین سرمایه دماوند,,14009060582,سرمایه گذاری اعتضاد غدیر,10102169938
,0.0207,تامین سرمایه دماوند,,14009060582,سرمایه گذاری آذر,10103837742
,0.0126,تامین سرمایه دماوند,,14009060582,,10000000105
,0.0104,تامین سرمایه دماوند,,14009060582,سرمایه گذاری هامون سپاهان,10102886958
,0.5054,ریل گردش ایرانیان,,14009837187,ریل پرداز نو آفرین,10103357053
,0.1026,ریل گردش ایرانیان,,14009837187,نوین گامان آتی همراه,14007843343
,0.0796,ریل گردش ایرانیان,,14009837187,تدبیر روشن تجارت منطقه آزاد انزلی,14004076815
,0.0139,ریل گردش ایرانیان,,14009837187,توسعه تجارت صبا منطقه آزاد انزلی,14004076849
,0.0135,ریل گردش ایرانیان,,14009837187,,10320634937
,0.0131,ریل گردش ایرانیان,,14009837187,,10000000048
,0.4436,,,14010836281,صنایع پتروشیمی خلیج فارس,10101336301
,0.1507,,,14010836281,سرمایه گذاری مدبران اقتصاد,10320354635
,0.0426,,,14010836281,توسعه پیشرو رفاه پردیس,14006294704
,0.0206,,,14010836281,سرمایه گذاری بهمن,10102341535
,0.333333333,واسط مالی مرداد یکم,,14003625415,حسابرسی دش و همکاران,10100171271
,0.166666667,توسعه و گسترش اندیشه پارس,,10102613264,حسابرسی دش و همکاران,10100171271
,0.166666667,لیزینگ جامع سینا,,10102312820,بنیاد مستضعفان انقلاب اسلامی,10100171920
,1,,,10100747423,صندوق تعاون صنفی,10100182910
,0.111111111,سرمایه گذاری پویا همگام,,10102699874,گروه بهمن,10100231402
,0.2,سرمایه گذاری دی,,10103837757,سیمان شرق,10100233725
,0.25,بازرگانی مبارکه,,10100941186,شاهد,10100253116
,0.25,بین المللی سعدی کیش,,10861569499,شاهد,10100253116
,0.333333333,کارگزاری بانک صنعت ومعدن,,10101442691,سرمایه گذاری توسعه صنعت و تجارت,10100273586
,0.2,توسعه کسب و کار سبا,,10101390322,ایده های تجارت هوشمند سیمرغ,10100313395
,0.166666667,توسعه و گسترش اندیشه پارس,,10102613264,حسابرسی و خدمات مالی و مدیریت ایران مشهود,10100322973
,0.333333333,سرمایه گذاری سمند,,10102695661,ایران خودرو دیزل,10100326014
,0.111111111,تولید موتورهای دیزل ایران,,10200048868,ایران خودرو دیزل,10100326014
,0.166666667,فناوران طلوع شبکه,,10740049600,مسکن و عمران اجتماعی بسیج,10100337442
,0.142857143,,,10101331160,سکوکار,1010089559
,0.111111111,اقتصاد و رفاه فرهنگیان,,10102602594,صندوق ذخیره فرهنگیان,10100089165
,0.125,تامین مسکن فرهنگیان,,10102462599,صندوق ذخیره فرهنگیان,10100089165
,0.333333333,سرمایه گذاری فرآیند,,10102601410,صندوق ذخیره فرهنگیان,10100089165
,0.166666667,ساختمانی معلم,,10101351120,صندوق ذخیره فرهنگیان,10100089165
,0.333333333,صندوق سرمایه گذاری امین آشنا ایرانیان,,10320752394,حسابرسی رازدار,10100129086
,0.090909091,گروه مالی شهر,,10320832748,حسابرسی هشیار بهمند و حسابداران رسمی,10100168746
,0.2,صندوق سرمایه گذاری لوتوس پارسیان,,10320823442,حسابرسی هشیار بهمند و حسابداران رسمی,10100168746
,1,,,14007603931,حسابرسی دش و همکاران,10100171271
,0.2,توسعه بازاریابی و فروش برق صبا,,14006123572,بنیاد مستضعفان انقلاب اسلامی,10100171920
,0.25,پیوند تجارت آتیه ایرانیان,,14005291651,بنیاد مستضعفان انقلاب اسلامی,10100171920
,0.166666667,گسترش کشاورزی و دامپروری فردوس پارس,,10760094603,بنیاد مستضعفان انقلاب اسلامی,10100171920
,0.166666667,فناوران طلوع شبکه,,10740049600,خدمات درمانی بسیجیان,10100342160
,0.166666667,فناوران طلوع شبکه,,10740049600,فرهنگی هنری رزمندگان اسلام,10100350046
,0.2,سرمایه گذاری صبا جهاد,,10102126747,انبار های عمومی و خدمات گمرکی ایران,10100351070
,0.333333333,سرمایه گذاری سمند,,10102695661,ایران خودرو,10100360794
,0.111111111,تولید موتورهای دیزل ایران,,10200048868,ایران خودرو,10100360794
,0.090909091,سرمایه گذاری صنایع برق و آب صبا,,10101328119,شهاب خودرو,10100372558
,0.111111111,تولید موتورهای دیزل ایران,,10200048868,گواه,10100408241
,0.166666667,توسعه و گسترش اندیشه پارس,,10102613264,توسعه و گسترش صنایع بسته بندی فلزی پارس,10100412177
,0.090909091,گروه مالی شهر,,10320832748,حسابرسی بهمند,10100174390
,0.25,,,10320669521,حسابرسی شاهدان,10100182550
,0.111111111,به پخش,,10103652024,صنعتی بهشهر,10100218034
,0.166666667,کارگزاری بانک مسکن,,10101402790,عمرانی مسکن گستر,10100309060
,0.25,گروه مالی بانک مسکن,,10100687843,عمرانی مسکن گستر,10100309060
,0.111111111,تامین سرمایه بانک مسکن,,14004783125,عمرانی مسکن گستر,10100309060
,0.142857143,,,10101331160,ساختمانی هریسون,10100310772
,0.2,صنعتی تولیدی سپنتا پلیمر,,10100548970,صنعتی سپنتا,10100328356
,0.2,پارس گستر مینو,,10103919380,اقتصادی و خودکفایی آزادگان,10100353165
,0.2,انرژی گستر ساینا اروند,,14000015630,گروه سرمایه گذاری سایپا,10100419821
,0.333333333,تدبیر آتیه بزرگمهر,,10320269389,الحاوی,10100428084
,0.25,سرمایه گذاری سدید تدبیر,,10101426793,گروه صنعتی سدید,10100456884
,0.090909091,سرمایه گذاری صنایع برق و آب صبا,,10101328119,مادر تخصصی مدیریت ساخت و تهیه کالای آب و برق ساتکاب,10100484721
,0.5,,,14003801696,حسابرسی تدوین و همکاران حسابداران رسمی,10100527339
,0.111111111,سرمایه گذاری پویا همگام,,10102699874,سرمایه گذاری اعتبار ایران,10100528860
,0.25,,,10320669521,پاکنام,10100357670
,0.166666667,مبین متین آسیا,,10103408062,کاوشگران یاران جوان,10100358193
,0.111111111,به پخش,,10103652024,پاکسان,10100364988
,1,,,14006082952,کارخانجات تولیدی شیشه ایمنی میرال,10100375508
,0.5,صندوق سرمایه گذاری توسعه اندوخته آینده,,14003767221,حسابرسی و خدمات مدیریت رهبین,10100379311
,0.166666667,خدمات عمومی فولاد ایران,,10101268484,صندوق حمایت وبازنشستگی کارکنان فولاد,10100395131
,0.333333333,رویال صدف کیش,,10861527826,گروه سرمایه گذاری سایپا,10100419821
,0.2,سرمایه گذاری کشتیرانی جمهوری اسلامی ایران,,10102234877,کشتیرانی جنوب خط ایران,10100449162
,0.166666667,توسعه سرمایه گذاری کامیار,,10100733459,گروه تولیدی مهرام,10100542221
,0.5,,,14003801696,حسابرسی شاخص اندیشان حسابداران رسمی,10100573323
,0.166666667,توسعه سرمایه گذاری کامیار,,10100733459,صنایع ایران دوماک,10100612847
,1,,,14007243193,ارقام نگر آریا,10100617632
,0.333333333,محب مهر سلامت پارس,,10104060856,غیر انتفاعی محب سلامت پارس,10100620324
,0.111111111,تولید موتورهای دیزل ایران,,10200048868,تاپ سرویس,10100625538
,1,,,10100272401,سیمرغ,10100640089
,0.166666667,توسعه و گسترش اندیشه پارس,,10102613264,بسته بندی پارس,10100679553
,0.2,صنعتی تولیدی سپنتا پلیمر,,10100548970,پخش سراسری لوله و پروفیل سپنتا,10100452935
,0.333333333,کاوشگران بازار سرمایه,,14004760805,خدمات مسافرت هوایی گردشگری و زیارتی پرشین گلف,10100502734
,0.111111111,به پخش,,10103652024,صنعتی بهپاک,10100503545
,0.25,توزیع نیروی برق تهران بزرگ,,10101335655,تولید انتقال و توزیع نیروی برق ایران توانیر,10100504584
,0.090909091,سرمایه گذاری آتیه صبا,,10103137408,سرمایه گذاری گروه صنعتی ملی,10100515216
,1,,,14010436350,حسابرسی صالح اندیشان حسابداران رسمی,10100523660
,0.333333333,صندوق سرمایه گذاری امین آشنا ایرانیان,,10320752394,حسابرسی و خدمات مدیریت سامان پندار حسابداران رسمی,10100525069
,0.090909091,سرمایه گذاری صنایع برق و آب صبا,,10101328119,پارس سوئیچ,10100710117
,0.2,انرژی گستر ساینا اروند,,14000015630,سرمایه گذاری گروه صنعتی رنا,10100727160
,0.333333333,کارگزاری بانک صنعت ومعدن,,10101442691,سرمایه گذاری گروه صنعتی رنا,10100727160
,0.5,ساختمانی سد سازان آبادگر,,10102241850,ساختمانی او یول,10100778506
,0.2,پارس گستر مینو,,10103919380,صادراتی پر سوییس,10100534438
,0.5,مشاور سرمایه گذاری فراز ایده نوآفرین تک,,14007219634,تحلیلگران فناور,10100537576
,0.111111111,به پخش,,10103652024,توسعه صنایع بهشهر,10100539090
,0.2,صنعتی تولیدی سپنتا پلیمر,,10100548970,صنعتی تولیدی سپنتا پلیمر,10100548970
,0.5,ارزش آفرین بیدار,,14009114370,حسابرسی شاخص اندیشان حسابداران رسمی,10100573323
,0.2,سرمایه گذاری پاک اندیشان امین,,10103454437,توسعه کسب و کار رویش کوثر,10100583123
,0.333333333,کارگزاری بانک صنعت ومعدن,,10101442691,بانک صنعت و معدن,10100841160
,0.111111111,سرمایه گذاری پویا همگام,,10102699874,مزدا یدک,10100864333
,0.5,,,10102399005,شیمیایی بهداش,10100902174
,0.166666667,سرمایه گذاری توسعه صنعت کوثر صبا,,10101012504,خدمات بازرگانی تحفه,10100925765
,0.166666667,سرمایه گذاری توسعه صنعت کوثر صبا,,10101012504,سرمایه گذاری کشاورزی کوثر,10100931903
,0.166666667,سرمایه گذاری توسعه صنعت کوثر صبا,,10101012504,صنایع غذایی نماد کوثر,10100932693
,0.142857143,گسترش صنایع معدنی کاوه پارس,,10103057702,بنیاد علوی,10100056933
,0.333333333,آماد انرژی دژ,,10320315851,صندوق حمایت و بازنشستگی آینده ساز,10100167010
,0.142857143,گسترش صنایع معدنی کاوه پارس,,10103057702,بنیاد مستضعفان انقلاب اسلامی,10100171920
,1,طاهر ایران,,10860949905,جامعه الامام الصادق علیه السلام,10100185873
,0.166666667,کشاورزی مدبر کشت توس,,10380304009,ایران و شرق,10100205339
,0.333333333,مهستان سبز کیش,,14003666336,کندر,10100212573
,0.2,سبدگردان مفید,,14005981364,حسابرسی فراز مشاور دیلمی پور,10100218400
,0.333333333,بازرگانی سروش بهمن,,10102276328,گروه بهمن,10100231402
,0.2,مادر تخصصی گسترش صنایع غذایی سینا,,10104055685,بنیاد علوی,10100056933
,0.142857143,سرمایه گذاری بازرگانی تدبیرگران اطلس,,10103679184,صندوق ذخیره فرهنگیان,10100089165
,0.166666667,پترو فرهنگ,,10103645888,صندوق ذخیره فرهنگیان,10100089165
,0.142857143,لیزینگ و رفاه فرهنگیان,,10102303353,صندوق ذخیره فرهنگیان,10100089165
,0.2,مدیریت فرآیندهای نیروگاهی ایرانیان,,10320830765,صندوق ذخیره فرهنگیان,10100089165
,0.333333333,ره نگار خاورمیانه پارس,,10320823609,بنیاد مستضعفان انقلاب اسلامی,10100171920
,0.25,صنایع برق و انرژی صبا,,10861329483,بنیاد مستضعفان انقلاب اسلامی,10100171920
,0.2,مادر تخصصی گسترش صنایع غذایی سینا,,10104055685,بنیاد مستضعفان انقلاب اسلامی,10100171920
,0.5,جاوید گستر رازیان,,14004294152,حسابرسی و خدمات مدیریت هشت حسابداران رسمی,10100196786
,0.333333333,بازرگانی تدارکات کارآمد پویا ابریشم,,10320285935,گروه بهمن,10100231402
,0.333333333,,,1012571964,گروه بهمن,10100231402
,0.333333333,مدیریت توسعه سپند فردا,,10320303684,داروسازی کوثر,10100634702
,0.2,بازرگانی پلی اکریل اصفهان,,10260280831,پلی اکریل ایران,10100649604
,0.166666667,,,10103624567,رنوس,10100684232
,0.125,پتروشیمی شیمی بافت,,10101488053,سرمایه گذاری ملی ایران,10100686779
,0.166666667,لیزینگ جامع سینا,,10102312820,مدیریت سرمایه گذاری کوثر بهمن,10100945346
,0.125,گروه مالی و اقتصادی دی,,10100351811,سرمایه گذاری بوعلی,10100957800
,0.5,,,10102399005,شیمیایی بهداد,10100969028
,0.25,بازرگانی مبارکه,,10100941186,شاهد,10100986880
,0.166666667,فرآوری پویا زرکان آق دره,,10862043289,پویا زرکان آق دره,10100250643
,0.142857143,سرمایه گذاری سعدی,,10780056070,شاهد,10100253116
,0.166666667,تجارت بین المللی دل عالم ایرانیان,,10320402578,حسابرسی و خدمات مالی و مدیریت ایران مشهود,10100322973
,0.25,سرمایه گذاری کارکنان گروه مپنا,,10102950430,مهندسی و ساخت ژنراتور مپنا پارس,10100252284
,0.166666667,توسعه صنعت و معدن نو اندیشان,,10320259745,سرمایه گذاری توسعه صنعت و تجارت,10100273586
,0.333333333,صنایع غذایی شهدین گام,,10102256692,ویتانا,10100304130
,0.333333333,,,10102941305,توانبخشی ولیعصر عج,10100308304
,0.2,سهامی بیمه ایران - معین,,10861536970,ایده های تجارت هوشمند سیمرغ,10100313395
,0.142857143,رفاه و گردشگری تامین,,10102345660,حسابرسی تامین اجتماعی,10100345177
,0.166666667,کارگزاری بانک مسکن,,10101402790,گروه مالی بانک مسکن,10100687843
,0.333333333,مدیریت توسعه سپند فردا,,10320303684,هلپاک,10100712064
,0.25,بین المللی سعدی کیش,,10861569499,شاهد,10100986880
,0.2,سرمایه گذاری سامان ایرانیان,,10102648604,سرمایه گذاری و ساختمانی تجارت,10101016420
,0.2,سرمایه گذاری سامان ایرانیان,,10102648604,زیر ساخت فناوری تجارت ایرانیان,10101023892
,0.166666667,سرمایه گذاری صنایع عمومی تامین,,10102585130,سرمایه گذاری تأمین اجتماعی,10101044869
,0.142857143,رفاه و گردشگری تامین,,10102345660,املاک ومستغلات تامین اجتماعی,10100357802
,0.2,تهیه و توزیع قطعات و لوازم یدکی ایران خودرو,,10100755027,ایران خودرو,10100360794
,0.2,تحقیق طراحی و تولید موتور ایران خودرو,,10101800663,ایران خودرو,10100360794
,0.166666667,نگار نصر سهم,,10320554769,ایران خودرو,10100360794
,0.333333333,توسعه مدیریت سرمایه خوارزمی,,10101788787,توسعه همیاری سپهر,10100380468
,0.333333333,بازرگانی پاساد دانا ایرانیان,,10320682315,ایران خودرو,10100360794
,1,,,10320583474,حسابرسی و خدمات مدیریت رهبین,10100379311
,0.166666667,ستاره سفیران آینده,,10103748245,گروه سرمایه گذاری سایپا,10100419821
,0.25,مدیریت سرمایه گذاری ملی ایران,,10103195710,تولید فیبر ایران,10100429427
,1,ملی نفتکش ایران,,10100258391,سرمایه گذاری تأمین اجتماعی,10101044869
,0.083333333,مهندسی و توسعه سروک آذر,,10320800500,مهندسی و ساختمان صنایع نفت,10101097919
,0.166666667,سرمایه گذاری توسعه صنعت کوثر صبا,,10101012504,توسعه صنایع و معادن کوثر,10101108480
,0.111111111,اقتصاد و رفاه فرهنگیان,,10102602594,مسافرتی وجهانگردی و زیارتی زاگرس,10100738170
,0.142857143,,,10101331160,سی پی دی,10100738341
,0.142857143,,,10101331160,فرعی راه,10100776110
,0.2,,,10102111577,بین المللی پیمان کاری استراتوس,10100790677
,1,کارگزاری بانک تجارت,,10101441180,بانک تجارت,10100834460
,0.090909091,سرمایه گذاری آتیه صبا,,10103137408,صنایع شیر ایران,10100834933
,0.2,صرافی ملت,,10103581206,بانک ملت,10100834967
,0.142857143,,,10101331160,ساختمانی و تاسیساتی سایول,10100853319
,0.166666667,آرمان فارمد دارو,,10103680463,داروسازی آرایشی و بهداشتی ایران داروک,10100876173
,0.142857143,,,10101331160,ساختمانی رامکله,10100890008
,0.2,صرافی ملت,,10103581206,چاپ بانک ملت,10100905654
,0.25,گروه مالی بانک مسکن,,10100687843,آموزشی ورزشی و رفاهی امید روشن پایتخت,10100944710
,0.25,توسعه کشت و صنعت ملی,,10700036205,سرمایه گذاری مدیریت سرمایه مدار,10100401610
,0.333333333,کشاورزی و باغات فریمان,,10380198735,کارخانه های تولیدی و صنعتی ثابت خراسان,10100439250
,0.083333333,تولیدی موتور گیربکس واکسل سایپا,,10101336071,ایرانی تولید اتومبیل سایپا,10100448712
,0.2,,,10861529034,داده سنجی پیشرفته,10100498198
,0.142857143,سرمایه گذاری سعدی,,10780056070,حسابرسی هوشیار ممیز,10100439645
,0.25,,,10100302810,حسابرسی و خدمات مدیریت آزموده کاران حسابداران رسمی,10100468600
,0.2,یزدباف,,10861487409,کارخانجات تولیدی پلاستی ران,10100484677
,0.25,مدیریت صنعت قندتوسعه صنایع بهشهر,,10860308036,صنعتی بهپاک,10100503545
,0.166666667,ساختمانی و شهرسازی واوان,,10100711614,ساختمان و خدمات نوساز,10100509097
,0.333333333,,,10980230751,طرح و توسعه علم و فناوری ایرانیان,10100518335
,1,,,14009723450,حسابرسی و خدمات مدیریت سامان پندار حسابداران رسمی,10100525069
,0.166666667,توسعه و گسترش اندیشه پارس,,10102613264,تولید سموم علف کش,10101117032
,0.25,کارگزاری آرمون بورس,,10101388534,سرمایه گذاری صندوق بازنشستگی کشوری,10101154437
,0.166666667,گسترش کشاورزی و دامپروری فردوس پارس,,10760094603,مدیریت سرمایه گذاری کوثر بهمن,10100945346
,0.2,سرمایه گذاری پاک اندیشان امین,,10103454437,سرمایه گذاری بوعلی,10100957800
,0.2,پارس گستر مینو,,10103919380,قاسم ایران,10100984757
,0.25,,,10320669521,سیمان توسعه ماهان کرمان,10101006366
,0.2,سرمایه گذاری پاک اندیشان امین,,10103454437,سرمایه گذاری توسعه صنعت کوثر صبا,10101012504
,0.2,مدیریت طرح و توسعه آینده پویا,,10100937493,ملی مسکن و صنایع ساختمانی,10101015205
,0.1,,,10101573158,حسابرسی تلاش ارقام حسابداران رسمی,10100560383
,0.2,ذخیره شاهد,,10101624872,اندوخته شاهد,10100567400
,1,,,14008307703,حسابرسی شاخص اندیشان حسابداران رسمی,10100573323
,0.083333333,تولیدی موتور گیربکس واکسل سایپا,,10101336071,پارس خودرو,10100599444
,0.166666667,سرمایه گذاری امین اعتماد,,10102773194,صندوق ذخیره بسیجیان,10100606734
,0.333333333,,,10102941305,توانبخشی نوید عصر,10100611280
,0.2,ارزش آفرینان صبا,,14004081532,صندوق بیمه اجتماعی روستاییان و عشایر,10100625070
,0.166666667,توسعه صنعت و معدن نو اندیشان,,10320259745,سرمایه گذاری ایران و فرانسه,10100655434
,0.111111111,عمرانی سرمایه گذاری ایران,,10103408077,کیسون,10100681073
,1,,,10100659398,,42625361
,0.2,کارگزاری بانک پاسارگاد,,10780103032,,1010347321
,0.2,خورشید تجارت البرز,,14002039462,توسعه صنایع غذایی سس زر,10100093996
,0.5,زرین پارسیان,,14004328258,حسابرسی بیات رایان,10100168482
,0.333333333,واسط مالی مهر یکم,,14003755472,حسابرسی دش و همکاران,10100171271
,0.2,تولید نیروی مرکزی صبا,,10320823592,بنیاد مستضعفان انقلاب اسلامی,10100171920
,0.111111111,کارگزاری تدبیرگران فردا,,10861464012,حسابرسی فاطر,10100188574
,0.5,,,10100359861,خیریه رفاه مسلمین,10100195640
,0.111111111,کارگزاری تدبیرگران فردا,,10861464012,ایران و شرق,10100205339
,0.111111111,کیا مهستان,,10103138768,گروه بهمن,10100231402
,0.2,لیزینگ ماشین آلات و تجهیزات پاسارگاد,,10102339790,ارزش آفرینان پاسارگاد,1010281
,0.142857143,تأمین سرمایه کاردان,,14003835315,مهندسین مشاور تجارت,101023892
,0.2,سرمایه گذاری زرین پرشیا,,10102986880,مدیریت سیستم‌های کارآمد,1010260241
,0.2,سرمایه گذاری توسعه صنعت ومعدن خراسان,,10380358710,جهاد تعاون خراسان,1038023737
,0.166666667,,,10380390272,جهاد تعاون خراسان,1038023737
,0.2,,,10102916359,فخر ایران,10100003505
,0.142857143,گسترش پایا صنعت سینا,,10101236358,بنیاد علوی,10100056933
,0.166666667,کارگزاری سی ولکس,,10101730772,(نياز به تکميل),1
,0.125,سیاحتی و مراکز تفریحی پارسیان,,10104034520,بنیاد علوی,10100056933
,0.125,سیاحتی و مراکز تفریحی پارسیان,,10104034520,بنیاد مستضعفان انقلاب اسلامی,10100171920
,0.166666667,هتلهای بین المللی پارسیان,,10101615714,بنیاد مستضعفان انقلاب اسلامی,10100171920
,0.5,سبد گردان هدف,,10320850973,حسابرسی فاطر,10100188574
,0.333333333,بازرگانی عصر بهمن,,10101997272,گروه بهمن,10100231402
,0.333333333,توسعه تجارت شهدین گام,,14005809700,ویتانا,10100304130
,0.25,سبدگردان آگاه,,14007821167,حسابرسی و خدمات مالی و مدیریت ایران مشهود,10100322973
,0.142857143,مهندسی ری نیرو,,10102819429,تولیدی بهین ساز خلیج فارس,10100333322
,0.333333333,,,10980230751,توسعه فناوری نخبگان,10100534569
,0.25,مدیریت صنعت قندتوسعه صنایع بهشهر,,10860308036,توسعه صنایع بهشهر,10100539090
,0.333333333,صادراتی توسعه صنایع بهشهر زرین,,10101952529,توسعه صنایع بهشهر,10100539090
,0.25,گروه مدیریت صنعت خرده فروشی کوروش,,14004651370,گروه صنعتی پاکشو,10100578556
,0.2,سرمایه گذاری صبا جهاد,,10102126747,سرمایه گذاری صندوق بازنشستگی کشوری,10101154437
,0.2,ترنیان سهم,,10103799078,تولیدی و صنعتی گوهر فام,10101203288
,0.2,,,10320330972,مهندسی و ساختمان شمس عمران,10101235190
,0.125,طراحی مهندسی و تامین قطعات و مواد شیمیایی صنایع پتروشیمی,,10101336369,بازرگانی پتروشیمی,10101242534
,0.2,سرمایه گذاری صبا جهاد,,10102126747,آزاد راه امیر کبیر,10101245240
,0.25,صدر معادن ایرانیان,,10103884094,آزاد راه امیر کبیر,10101245240
,0.2,مدیریت طرح و توسعه آینده پویا,,10100937493,گروه صنعتی بلا,10101017815
,0.2,سرمایه گذاری کشتیرانی جمهوری اسلامی ایران,,10102234877,کشتیرانی والفجر,10101050209
,0.2,سرمایه گذاری کشتیرانی جمهوری اسلامی ایران,,10102234877,خدمات دریایی و مهندسی کشتیرانی قشم,10101057832
,0.2,تحقیق طراحی و تولید موتور ایران خودرو,,10101800663,تهیه و توزیع قطعات و لوازم یدکی ایران خودرو,10100755027
,0.166666667,نگار نصر سهم,,10320554769,تهیه و توزیع قطعات و لوازم یدکی ایران خودرو,10100755027
,0.1,,,10101573158,پاکراد مکانیک,10100772004
,0.1,,,10101573158,مهندسی فون آرون,10100775410
,0.2,تحقیق طراحی و تولید موتور ایران خودرو,,10101800663,طراحی مهندسی و تامین قطعات ایران خودرو,10100820988
,0.2,تهیه و توزیع قطعات و لوازم یدکی ایران خودرو,,10100755027,طراحی مهندسی و تامین قطعات ایران خودرو,10100820988
,0.2,یزدباف,,10861487409,تلمبه ایران,10100606470
,0.333333333,الیاف زاینده رود,,10260422940,پلی اکریل ایران,10100649604
,1,خدمات بندری پلی اکریل ماهشهر,,10860718950,پلی اکریل ایران,10100649604
,0.2,یزدباف,,10861487409,هاوس الکتریک,10100671960
,0.166666667,سرمایه گذاری آذر,,10103837742,سیمان شرق,10100233725
,0.166666667,ترغیب صنعت ایران,,10100647942,سرمایه گذاری توسعه صنعت و تجارت,10100273586
,0.333333333,سرمایه گذاری ایران و فرانسه,,10100655434,سرمایه گذاری توسعه صنعت و تجارت,10100273586
,0.166666667,توسعه گسترش آزمایش,,10102825789,کارخانه های صنعتی آزمایش,10100307035
,0.2,سرمایه گذاری فرهنگیان,,10101380313,صندوق ذخیره فرهنگیان,10100089165
,0.333333333,واسط مالی مهر,,10320684997,حسابرسی دش و همکاران,10100171271
,1,,,14008137440,حسابرسی دش و همکاران,10100171271
,1,,,14008034587,حسابرسی دش و همکاران,10100171271
,0.142857143,گسترش پایا صنعت سینا,,10101236358,بنیاد مستضعفان انقلاب اسلامی,10100171920
,0.333333333,حکمت آشنا ایرانیان,,14004183170,حسابرسی بهمند,10100174390
,0.333333333,حکمت آشنا ایرانیان,,14004183170,حسابرسی فاطر,10100188574
,0.333333333,اختصاصی بازارگردانی سهم آشنا یکم,,14007120347,حسابرسی فاطر,10100188574
,0.090909091,سرمایه گذاری صنایع برق و آب صبا,,10101328119,نیرو ترانس,10101260035
,0.111111111,آتیه فولاد نقش جهان,,10260505007,فولاد متیل,10101302100
,0.2,سرمایه گذاری دی,,10103837757,سرمایه گذاری غدیر,10101306234
,0.2,انرژی گستر ساینا اروند,,14000015630,ساختمانی دهکده پاسارگاد,10101309051
,0.142857143,گروه راهبران اقتصادی آرمان,,10103477823,بانک توسعه صادرات ایران,10101313616
,0.333333333,,,10101575295,جهان گشت نور,10100337495
,0.333333333,,,10101575295,خدمات درمانی بسیجیان,10100342160
,0.333333333,,,10101575295,فرهنگی هنری رزمندگان اسلام,10100350046
,0.125,,,10100483583,گلستان,10100350314
,0.166666667,عمران و مسکن آباد دی,,10320539180,گروه مالی و اقتصادی دی,10100351811
,1,,,10102694700,شیمیایی رازی,10100842142
,0.1,,,10101573158,رادیرا,10100883156
,0.2,ذخیره شاهد,,10101624872,شاهد,10100986880
,0.25,کشت و صنعت قند خاورمیانه,,14008883254,ملی شیمی کشاورز,10101060748
,0.25,سپهر کیش ایرانیان,,10861558500,صنایع تولیدی کروز,10101078619
,0.2,صرافی ملت,,10103581206,ساختمانی بانک ملت,10101150400
,0.142857143,تدبیرگران بهساز ملت,,10320202668,بهساز مشارکت های ملت,10101165910
,0.5,کارگزاری سرمایه گذاری ملی ایران,,10102894756,سرمایه گذاری ملی ایران,10100686779
,0.25,مدیریت سرمایه گذاری ملی ایران,,10103195710,سرمایه گذاری ملی ایران,10100686779
,0.2,واسپاری آباد مسکن,,10104093740,عمرانی مسکن گستر,10100309060
,0.333333333,کارگزاری فیروزه آسیا,,10101612614,بیمه آسیا,10100314757
,0.1,,,10101573158,نصب صنعتی ایران,10100992327
,0.142857143,کارگزاری بانک ملی ایران,,10102417115,ملی مسکن و صنایع ساختمانی,10101015205
,0.142857143,گروه صنعت سلولزی تأمین گستر نوین,,10800021304,محصولات کاغذی لطیف,10101016677
,0.142857143,,,10100447804,صنعتی بهشهر,10100218034
,0.25,صافولا بهشهر,,10102550662,صنعتی بهشهر,10100218034
,0.1,فن پردازان بهمن,,10102727560,گروه بهمن,10100231402
,0.2,بهمن موتور,,10102384652,گروه بهمن,10100231402
,0.333333333,توسعه سرمایه رادین,,10102058370,سرمایه گذاری گروه صنعتی رنا,10100727160
,0.2,,,10101557780,بازرگانی پارس شید,10100748940
,0.2,,,10102486971,صنایع شیر ایران,10100834933
