Shareholder,Percent,Company,shareholder_id,company_national_id,shareholder_rasmio,shareholder_national_id
شركت ارمغان تجارت پايدار-سهامي خاص-,0.0405,بيمه پاسارگاد,22610,10103270201,ارمغان تجارت پایدار,10320876676
شركت تجارت وتوسعه مهرآفرينان ونداد-سهامي خاص-,0.0373,بيمه پاسارگاد,20351,10103270201,تجارت و توسعه مهرآفرینان ونداد,10320635617
شركت نظم آوران پوياي ايرانيان-سهامي خاص-,0.0362,بيمه پاسارگاد,20234,10103270201,نظم آوران پویای ایرانیان,10320635904
شركت نيك انديشان سروش فجر-سهامي خاص-,0.0349,بيمه پاسارگاد,41835,10103270201,نیک اندیشان سروش فجر,14004210872
شركت دانش گستران آتي سازپويا-سهامي خاص-,0.0285,بيمه پاسارگاد,22681,10103270201,دانش گستران آتی ساز پویا,14004156637
موسسه همياري سرمايه انساني پاسارگاد,0.0255,بيمه پاسارگاد,51060,10103270201,همیاری سرمایه انسانی پاسارگاد,14008079936
شركت تجارت وتوسعه مهرآفرينان سرآمد-سهامي خاص-,0.0226,بيمه پاسارگاد,8227,10103270201,تجارت و توسعه مهرآفرینان سرآمد,10320634937
موسسه بنيادفرهنگي مصلي نژاد,0.02,بيمه پاسارگاد,758,10103270201,بنیاد فرهنگی مصلی نژاد,10100385648
شركت انديشه سازان بسامان ونداد-سهامي خاص-,0.0103,بيمه پاسارگاد,21415,10103270201,اندیشه سازان بسامان ونداد,10320635047
شركت معدنكاري اولنگ-سهامي خاص-,0.01,بيمه پاسارگاد,19555,10103270201,معدنکاری اولنگ,10630107136
شركت توسعه صنايع بهشهر-سهامي عام-,0.5673,بسته‌ بندي‌ ايران‌,1032,10100382645,توسعه صنایع بهشهر,10100539090
شركت بيمه رازي-سهامي عام-,0.0313,بسته‌ بندي‌ ايران‌,296,10100382645,بیمه رازی,10102425103
شركت سرمايه گذاري گروه صنايع بهشهرايران-سهامي,0.0239,بسته‌ بندي‌ ايران‌,521,10100382645,سرمایه گذاری گروه صنایع بهشهر ایران,10101662543
شركت سرمايه گذاري تامين آتيه مسكن-سهامي خاص-,0.0475,بانك خاورميانه,7591,10320826196,سرمایه گذاری تامین آتیه مسکن,10320307426
شركت كياآساتجارت توس-سهامي خاص-,0.0473,بانك خاورميانه,70168,10320826196,کیا آسا تجارت توس,10380474989
صندوق سرمايه گذاري مشترك افق كارگزاري بانك خاور,0.0195,بانك خاورميانه,41862,10320826196,مشترک افق کارگزاری بانک خاورمیانه,14004975980
شركت راديس-سهامي خاص-,0.017,بانك خاورميانه,69853,10320826196,رادیس,14009224728
شركت سرمايه گذاري پارس توشه-سهامي عام-,0.015,بانك خاورميانه,442,10320826196,سرمایه گذاری پارس توشه,10100782085
شركت گروه صنعتي سپاهان-سهامي عام-,0.0143,بانك خاورميانه,806,10320826196,گروه صنعتی سپاهان,10260171510
شركت سهامي بيمه ايران-سهامي خاص-,0.0114,بانك خاورميانه,44580,10320826196,سهامی بیمه ایران,10103858742
شركت سام گروه-سهامي خاص-,0.0107,بانك خاورميانه,2910,10320826196,سام گروه,10102417191
شركت گروه راما-سهامي خاص-,0.0102,بانك خاورميانه,69854,10320826196,گروه راما,14009224859
شركت سرمايه گذاري ملي ايران-سهامي عام-,0.01,بانك خاورميانه,527,10320826196,سرمایه گذاری ملی ایران,10100686779
كارگزاري سي ولكس-سهامي خاص-,0.2004,كارگزاران بورس كالاي ايران,45629,10103387520,کارگزاری سی ولکس,10101730772
كارگزاري ستاره جنوب-سهامي خاص-,0.1317,كارگزاران بورس كالاي ايران,45188,10103387520,کارگزاری ستاره جنوب,10102558446
كارگزاري بانك كشاورزي,0.096,كارگزاران بورس كالاي ايران,803,10103387520,کارگزاری بانک کشاورزی,10101476080
كارگزاري بانك آينده-سهامي خاص-,0.0766,كارگزاران بورس كالاي ايران,43314,10103387520,کارگزاری بانک آینده,10760335630
كارگزاري صباجهاد-سهامي خاص-,0.0701,كارگزاران بورس كالاي ايران,50082,10103387520,کارگزاری صبا جهاد,10102702966
كارگزاري توسعه كشاورزي-سهامي خاص-,0.0463,كارگزاران بورس كالاي ايران,45190,10103387520,کارگزاری توسعه کشاورزی,10102634872
كارگزاري نهايت نگر-سهامي خاص-,0.0413,كارگزاران بورس كالاي ايران,8057,10103387520,کارگزاری نهایت نگر,10102002047
كارگزاري مبين سرمايه-سهامي خاص-,0.0384,كارگزاران بورس كالاي ايران,45163,10103387520,کارگزاری مبین سرمایه,10860222183
شركت كارگزاري سينا-سهامي خاص-,0.0377,كارگزاران بورس كالاي ايران,19621,10103387520,کارگزاری سینا,10102775538
شركت گروه خدمات بازارسرمايه مفيد-سهامي خاص-,0.0342,كارگزاران بورس كالاي ايران,51985,10103387520,گروه خدمات بازار سرمایه مفید,14007297814
كارگزاري بانك صنعت ومعدن,0.0342,كارگزاران بورس كالاي ايران,802,10103387520,کارگزاری بانک صنعت ومعدن,10101442691
كارگزاري صباتامين-سهامي خاص-,0.0342,كارگزاران بورس كالاي ايران,44868,10103387520,کارگزاری صبا تامین,10101559627
كارگزاري آتي سازبازار,0.0299,كارگزاران بورس كالاي ايران,19620,10103387520,کارگزاری آتی ساز بازار,10102040894
شركت پرديس متحدآريا-سهامي خاص-,0.0205,كارگزاران بورس كالاي ايران,19626,10103387520,پرديس متحد آريا,10102676190
شركت كارگزاري كالاي كشاورزي پيمان گستر-سهامي خ,0.0205,كارگزاران بورس كالاي ايران,19627,10103387520,كارگزاري كالاي كشاورزي پيمان گستر,10102631183
كارگزاري خبرگان سهام,0.0154,كارگزاران بورس كالاي ايران,8217,10103387520,کارگزاری خبرگان سهام,10101553125
موسسه توانمندسازي بازنشستگان نيروهاي مسلح,0.1977,بيمه كوثر,42958,10320357598,توانمند سازی بازنشستگان نیروهای مسلح,10104011299
شركت سرمايه گذاري تجاري شستان-س.خ-,0.1733,بيمه كوثر,908,10320357598,سرمایه گذاری تجاری شستان,10103653560
صندوق بيمه عمرپرسنل سپاه,0.1,بيمه كوثر,19603,10320357598,صندوق بيمه عمرپرسنل سپاه,10000000093
صندوق بيمه عمرپرسنل ناجا,0.1,بيمه كوثر,19602,10320357598,صندوق بيمه عمرپرسنل ناجا,10000000094
صندوق بيمه عمرپرسنل آجا,0.1,بيمه كوثر,19601,10320357598,صندوق بيمه عمرپرسنل آجا,10000000095
شركت خدمات بيمه اي سهندمشاور-سهامي خاص-,0.0979,بيمه كوثر,42107,10320357598,خدمات بیمه ای سهند مشاور,10101954690
شركت سرمايه گذاري الماس حكمت ايرانيان-س.خ-,0.0497,بيمه كوثر,41760,10320357598,سرمایه گذاری الماس حکمت ایرانیان,10320330972
شركت آينده سازان فرداي كوثر-سهامي خاص-,0.0358,بيمه كوثر,42583,10320357598,آینده سازان فردای کوثر,10320683865
BFMصندوق سرمايه گذاري.ا.بازارگرداني مهرگان,0.0202,بيمه كوثر,60652,10320357598,صندوق سرمایه گذاری اختصاصی بازارگردانی مهرگان,10000000050
موسسه بنيادتعاون وزارت دفاع وپشتيباني نيروهاي,0.0169,بيمه كوثر,41793,10320357598,مؤسسه بنیاد تعاون وزارت دفاع و پشتیبانی نیروهای مسلح,10320145605
موسسه فرهنگي خدماتي ثامن الائمه-ع--سهامي خاص-,0.011,بيمه كوثر,41759,10320357598,مؤسسه فرهنگی خدمات مسافرت هوایی گردشگری و زیارتی ثامن الایمه,10260135725
شركت سرمايه گذاري زرين پرشيا-سهامي خاص-,0.0105,بيمه كوثر,25031,10320357598,سرمایه گذاری زرین پرشیا,10102986880
شركت سرمايه آب خاك توسعه-سهامي خاص-,0.2,بيمه زندگي باران,51265,14009058908,سرمایه آب خاک توسعه,10104000426
شركت بازرگاني فراگسترمهان آرمان-سهامي خاص-,0.2,بيمه زندگي باران,51629,14009058908,بازرگانی فرا گستر مهان آرمان,10380667692
شركت گروه مالي دانايان-سهامي عام-,0.145,بيمه زندگي باران,69557,14009058908,گروه مالی دانایان,10102927198
شركت توسعه بازرگاني هيواد-سهامي خاص-,0.1413,بيمه زندگي باران,69870,14009058908,توسعه بازرگانی هیواد,10860712482
شركت بيمه رازي-سهامي عام-,0.065,بيمه زندگي باران,296,14009058908,بیمه رازی,10102425103
شركت بيمه سرمد-سهامي عام-,0.05,بيمه زندگي باران,35659,14009058908,بیمه سرمد,10320903570
شركت هلدينگ سرآمد-سهامي خاص-,0.025,بيمه زندگي باران,60572,14009058908,هلدینگ سرآمد,14004460426
شركت بيمه اتكايي ايرانيان-سهامي عام-,0.02,بيمه زندگي باران,7944,14009058908,بیمه اتکایی ایرانیان,10320202522
BFMصندوق سرمايه گذاري.ا.بازارگرداني دانايان,0.0151,بيمه زندگي باران,77034,14009058908,صندوق سرمایه گذاری اختصاصی بازارگردانی دانایان,10000000051
شركت پروژه هاي صنعتي ايران-سهامي عام-,0.012,بيمه زندگي باران,45511,14009058908,پروژه های صنعتی ایران,10101128860
شركت سرمايه گذاري البرز-سهامي عام-,0.3627,مواد اوليه دارويي البرز بالك,427,10102247441,گروه سرمایه گذاری البرز,10100443908
BFMصندوق سرمايه گذاري.ا.ب.تدبيرگران فردا,0.0246,مواد اوليه دارويي البرز بالك,46036,10102247441,اختصاصی بازارگردانی تدبیرگران فردا,14006793310
شركت بيمه ملت-سهامي عام-,0.0168,مواد اوليه دارويي البرز بالك,299,10102247441,بیمه ملت,10102526951
شركت فجرآفرينان ني ريز-سهامي خاص-,0.0131,مواد اوليه دارويي البرز بالك,50506,10102247441,پدیده آفرین شفق,10320824078
شركت گروه مالي بانك مسكن-سهامي عام-,0.4689,مهندسي ساختمان تاسيسات راه آهن,42103,10100193589,گروه مالی بانک مسکن,10100687843
شركت سرمايه گذاري گروه مالي سپهرصادرات-س.ع-,0.0329,مهندسي ساختمان تاسيسات راه آهن,62583,10100193589,سرمایه گذاری گروه مالی سپهر صادرات,14004518505
شركت گروه مديريت نيروگاهي ايرانيان مپنا-س.ع-,0.8719,توليد برق عسلويه مپنا,45548,10102931830,گروه مدیریت نیروگاهی ایرانیان مپنا,14005921810
شركت گروه توسعه مالي مهرآيندگان-سهامي عام-,0.053,توليد برق عسلويه مپنا,21630,10102931830,گروه توسعه مالی مهر آیندگان,10101638604
صندوق سرمايه گذاري بادرآمدثابت كاردان,0.0113,توليد برق عسلويه مپنا,41865,10102931830,با درآمد ثابت کاردان,14004684611
شركت گروه مالي واقتصادي دي-سهامي خاص-,0.1809,بيمه دي,62878,10102822596,گروه مالی و اقتصادی دی,10100351811
بانك دي-سهامي عام-,0.1584,بيمه دي,7429,10102822596,بانک دی,10320237706
شركت آتيه سازان دي-سهامي خاص-,0.096,بيمه دي,8022,10102822596,آتیه سازان دی,10320528091
شركت تعاوني مسكن كاركنان بانك دي,0.0874,بيمه دي,33922,10102822596,مسکن کارکنان بانک دی,10320782725
سازمان اقتصادي كوثر,0.0621,بيمه دي,95,10102822596,سازمان اقتصادی کوثر,14006852814
صندوق سرمايه گذاري ارزش آفرينان دي,0.0368,بيمه دي,20874,10102822596,صندوق سرمایه گذاری ارزش آفرینان دی,10320658317
شركت سرمايه گذاري ساختماني ارزش زمان-سهامي خاص,0.0215,بيمه دي,50410,10102822596,سرمایه گذاری ساختمانی ارزش زمان,14007562887
BFMصندوق سرمايه گذاري.ا.بازارگرداني گروه دي,0.0195,بيمه دي,44577,10102822596,اختصاصی بازارگردانی گروه دی,14006012357
موسسه اندوخته شاهد,0.0188,بيمه دي,756,10102822596,اندوخته شاهد,10100567400
شركت سرمايه گذاري دارويي بهيان پرمون-سهامي خاص,0.0162,بيمه دي,51024,10102822596,سرمایه گذاری دارویی بهیان پرمون,14007982406
شركت سرمايه گذاري اقتصادي هامرزراتين-س.خ-,0.0115,بيمه دي,69399,10102822596,سرمایه گذاری اقتصادی هامرز راتین,14009263160
شركت سرمايه گذاري معدني اسپادتجارت هيوا-س.خ-,0.0108,بيمه دي,62440,10102822596,سرمایه گذاری معدنی اسپاد تجارت هیوا,14008783355
شركت.س.ت.سامانه هاي رايانه اي هوپادهوناميك س خ,0.0106,بيمه دي,60350,10102822596,سرمایه گذاری تجاری سامانه های رایانه ای هوپاد هونامیک,14008036097
شركت گروه مديريت ارزش سرمايه صندوق.ب.كشوري-س خ,0.1901,بيمه ملت,42388,10102526951,گروه مدیریت ارزش سرمایه صندوق بازنشستگی کشوری,14004810068
شركت افق نيلي خليج فارس-سهامي خاص-,0.1279,بيمه ملت,21823,10102526951,افق نیلی خلیج فارس,10320637769
شركت سرمايه گذاري صباتامين-سهامي عام-,0.0992,بيمه ملت,490,10102526951,سرمایه گذاری صباتأمین,10101908370
موسسه صندوق بيمه اجتماعي روستائيان وعشاير,0.0446,بيمه ملت,771,10102526951,مؤسسه صندوق بیمه اجتماعی روستاییان و عشایر,10100625070
شركت سرمايه گذاري سايه گسترسرمايه-سهامي خاص-,0.0242,بيمه ملت,7666,10102526951,سرمایه گذاری سایه گستر سرمایه,10103679146
شركت ويراسهندتبريز-سهامي خاص-,0.0127,بيمه ملت,50795,10102526951,ویرا سهند تبریز,10200255770
شركت سرمايه گذاري گروه توسعه ملي-سهامي عام-,0.9999,بين المللي ساختمان و صنعت ملي,7497,10102558524,سرمایه گذاری گروه توسعه ملی,10101339590
دولت جمهوري اسلامي ايران,0.1116,بانك ملت,42240,10100834967,دولت جمهوري اسلامي ايران,14000187509
BFMصندوق سرمايه گذاري.ا.بازارگرداني ملت,0.0727,بانك ملت,42477,10100834967,اختصاصی بازارگردانی ملت,14005659219
صندوق سرمايه گذاري واسطه گري مالي يكم,0.0567,بانك ملت,62279,10100834967,صندوق سرمايه گذاري واسطه گري مالي يكم,14009108895
شركت گروه مالي ملت-سهام عام-,0.0559,بانك ملت,8113,10100834967,گروه مالی ملت,10102801942
شركت پتروشيمي فن آوران-سهامي عام-,0.0446,بانك ملت,7379,10100834967,پتروشیمی فن آوران,10101826594
شركت سرمايه گذاري صباتامين-سهامي عام-,0.0334,بانك ملت,490,10100834967,سرمایه گذاری صباتأمین,10101908370
شركت تعاوني معين آتيه خواهان,0.0221,بانك ملت,21470,10100834967,معین آتیه خواهان,10320727017
شركت گروه توسعه مالي مهرآيندگان-سهامي عام-,0.0197,بانك ملت,21630,10100834967,گروه توسعه مالی مهر آیندگان,10101638604
شركت س اتهران س.خ-م ك م ف ع-,0.0172,بانك ملت,1064,10100834967,سرمایه گذاری استان تهران,10103191091
شركت س اخراسان رضوي س.خ-م ك م ف ع-,0.0166,بانك ملت,1065,10100834967,سرمایه گذاری سهام عدالت استان خراسان رضوی,10380430077
شركت س افارس س.خ-م ك م ف ع-,0.0125,بانك ملت,2674,10100834967,سرمایه گذاری استان فارس,10530320996
شركت س اخوزستان س.خ-م ك م ف ع-,0.0122,بانك ملت,2662,10100834967,سرمایه گذاری استان خوزستان,10860903365
شركت شيرين عسل-سهامي خاص-,0.012,بانك ملت,46570,10100834967,شیرین عسل,10861063512
شركت س ااصفهان س.ع-م ك م ف ع-,0.0109,بانك ملت,1063,10100834967,سرمایه گذاری استان اصفهان,10260490269
شركت سرمايه گذاري سپهر-بامسئوليت محدود-,0.6708,بين‌ المللي‌ محصولات‌ پارس‌,479,10100373846,سرمایه گذاری سپهر,10101407567
شركت توسعه آب وبرق خاورميانه-سهامي خاص-,0.0193,بين‌ المللي‌ محصولات‌ پارس‌,70100,10100373846,توسعه آب و برق خاورمیانه,14003867572
شركت تايدواترخاورميانه-سهامي عام-,0.6654,دريايي و كشتيراني خط دريابندر,45039,10100898457,تاید واتر خاورمیانه,10100478433
شركت سيمامارين بندرعباس-سهامي خاص-,0.017,دريايي و كشتيراني خط دريابندر,51191,10100898457,سیما مارین بندر عباس,10102196812
شركت سرمايه گذاري افتخارسهام-سهامي خاص-,0.0111,دريايي و كشتيراني خط دريابندر,8216,10100898457,سرمایه گذاری افتخار سهام,10102793480
شركت بانك اقتصادنوين-سهامي عام-,0.1989,بيمه نوين,7293,10103808680,بانک اقتصاد نوین,10102194601
شركت تامين آتيه درخشان نوين-سهامي خاص-,0.0867,بيمه نوين,45273,10103808680,تامین آتیه درخشان نوین,14004600493
IFMصندوق سرمايه گذاري بازارگرداني نوين پيشرو,0.0595,بيمه نوين,45855,10103808680,بازارگردانی نوین پیشرو,14004407347
شركت تامين سرمايه نوين-سهامي عام-,0.0571,بيمه نوين,51026,10103808680,تامین سرمایه نوین,10103584900
شركت توسعه صنايع بهشهر-سهامي عام-,0.0394,بيمه نوين,1032,10103808680,توسعه صنایع بهشهر,10100539090
شركت سهامي بيمه ايران-سهامي خاص-,0.0343,بيمه نوين,44580,10103808680,سهامی بیمه ایران,10103858742
شركت گروه سرمايه گذاري آتيه دماوند-سهامي عام-,0.0336,بيمه نوين,41982,10103808680,گروه سرمایه گذاری آتیه دماوند,10102277635
BFMصندوق سرمايه گذاري.ا.بازارگرداني صبانيك,0.0251,بيمه نوين,46888,10103808680,اختصاصی بازار گردان صبا نیک,14005108893
شركت سرمايه گذاري دارويي بهيان پرمون-سهامي خاص,0.0161,بيمه نوين,51024,10103808680,سرمایه گذاری دارویی بهیان پرمون,14007982406
شركت سرمايه گذاري مديريت سرمايه مدار-سهامي عام,0.0133,بيمه نوين,51872,10103808680,سرمایه گذاری مدیریت سرمایه مدار,10100401610
شركت بيمه سامان-سهامي عام-,0.0131,بيمه نوين,297,10103808680,بیمه سامان,10102818130
شركت سرمايه گذاري بوعلي-سهامي عام-,0.0127,بيمه نوين,438,10103808680,سرمایه گذاری بوعلی,10100957800
شركت سرمايه گذاري صنايع پتروشيمي-سهامي عام-,0.0103,بيمه نوين,46165,10103808680,سرمایه گذاری صنایع پتروشیمی,10101336320
شركت صنايع پتروشيمي خليج فارس-سهامي عام-,0.5717,پتروشيمي بوعلي سينا,22175,10860723245,صنایع پتروشیمی خلیج فارس,10101336301
BFMصندوق سرمايه گذاري.ا.ب.خليج فارس,0.0483,پتروشيمي بوعلي سينا,60391,10860723245,صندوق سرمایه گذاری اختصاصی بازارگردانی خلیج فارس,10000000038
شركت پتروشيمي شازند-سهامي عام-,0.0604,بورس اوراق بهادار تهران,7794,10103225320,پتروشیمی شازند,10101094555
شركت مديريت منابع پيمان فرداكيش-سهامي خاص-,0.0241,بورس اوراق بهادار تهران,42708,10103225320,مدیریت منابع پیمان فردا کیش,10861555809
شركت بانك آينده-سهامي عام-,0.0133,بورس اوراق بهادار تهران,22002,10103225320,بانک آینده,10320894878
شركت گسترش صنعت نوين ايرانيان-سهامي خاص-,0.012,بورس اوراق بهادار تهران,42400,10103225320,گسترش صنعت نوین ایرانیان,10320898341
شركت گروه.م.سرمايه گذاري اميد-س.ع-,0.012,بورس اوراق بهادار تهران,42186,10103225320,گروه مدیریت سرمایه گذاری امید,10102258090
شركت گروه مالي پارسيان-سهامي خاص-,0.012,بورس اوراق بهادار تهران,51518,10103225320,گروه مالی پارسیان,14004046372
كارگزاري بانك كشاورزي,0.012,بورس اوراق بهادار تهران,803,10103225320,کارگزاری بانک کشاورزی,10101476080
شركت گروه خدمات بازارسرمايه مفيد-سهامي خاص-,0.012,بورس اوراق بهادار تهران,51985,10103225320,گروه خدمات بازار سرمایه مفید,14007297814
شركت سرمايه گذاري توسعه ملي-سهامي عام-,0.012,بورس اوراق بهادار تهران,461,10103225320,سرمایه گذاری توسعه ملی,10102501905
شركت سرمايه گذاري صباتامين-سهامي عام-,0.012,بورس اوراق بهادار تهران,490,10103225320,سرمایه گذاری صباتأمین,10101908370
كارگزاري بورس بيمه ايران,0.012,بورس اوراق بهادار تهران,19471,10103225320,کارگزاری بورس بیمه ایران,10101671551
كارگزاري وبورس اوراق بهاداررضوي-س.خ--م.م-,0.0108,بورس اوراق بهادار تهران,48253,10103225320,کارگزاری و بورس اوراق بهادار رضوی,10861642000
شركت گروه توسعه مالي مهرآيندگان-سهامي عام-,0.0107,بورس اوراق بهادار تهران,21630,10103225320,گروه توسعه مالی مهر آیندگان,10101638604
شركت گروه توسعه بوتان-سهامي خاص-,0.6679,گروه‌صنعتي‌بوتان‌,48254,10100393826,گروه توسعه بوتان,10100830068
شركت سرمايه گذاري ملي ايران-سهامي عام-,0.1033,گروه‌صنعتي‌بوتان‌,527,10100393826,سرمایه گذاری ملی ایران,10100686779
BFMصندوق.س.ا.ب.الگوريتمي اميدفارابي,0.0197,گروه‌صنعتي‌بوتان‌,60518,10100393826,صندوق سرمایه گذاری اختصاصی بازارگردانی الگوریتمی امید فارابی,10000000052
شركت صنعتي تولا-سهامي خاص-,0.0157,گروه‌صنعتي‌بوتان‌,794,10100393826,صنعتی تولا,10861495338
سازمان خصوصي سازي-وكالتي,0.0115,گروه‌صنعتي‌بوتان‌,109,10100393826,سازمان خصوصی سازی,14000286830
شركت گروه سرمايه گذاري تدبير-سهامي عام-,0.0746,بانك‌پارسيان‌,70677,10102203401,گروه سرمایه گذاری تدبیر,10101907666
شركت گسترش سرمايه گذاري ايران خودرو-سهامي عام-,0.0714,بانك‌پارسيان‌,650,10102203401,گسترش سرمایه گذاری ایران خودرو,10101800682
BFMصندوق.س.ا.بازارگرداني اميدلوتوس پارسيان,0.0659,بانك‌پارسيان‌,42238,10102203401,صندوق سرمایه گذاری اختصاصی بازارگردانی امیدلوتوس پارسیان,10000000055
شركت سرمايه گذاري سمند-سهامي خاص-,0.0584,بانك‌پارسيان‌,483,10102203401,سرمایه گذاری سمند,10102695661
شركت مهرآفرينان دوران-سهامي خاص-,0.0499,بانك‌پارسيان‌,8053,10102203401,مهر آفرینان دوران,10320628668
موسسه رفاه وتامين اتيه اميد,0.0497,بانك‌پارسيان‌,46206,10102203401,رفاه وتامین اتیه امید,10100589211
شركت تك آوران شرق-سهامي عام-,0.0492,بانك‌پارسيان‌,21482,10102203401,تک آوران شرق,10102818563
شركت پديده آفرين شفق-سهامي خاص-,0.049,بانك‌پارسيان‌,50502,10102203401,پدیده آفرین شفق,10320824078
شركت ايده گستردورانديش-سهامي خاص-,0.048,بانك‌پارسيان‌,21507,10102203401,ایده گستر دور اندیش,10320628649
شركت توسعه اقتصادفردا-سهامي خاص-,0.0475,بانك‌پارسيان‌,7962,10102203401,توسعه اقتصاد فردا,10102772894
شركت فرازوفروداقتصادآينده-سهامي خاص-,0.0352,بانك‌پارسيان‌,50544,10102203401,فراز و فرود اقتصاد آینده,10320897851
شركت نگارنصرسهم-سهامي خاص-,0.0344,بانك‌پارسيان‌,7815,10102203401,نگار نصر سهم,10320554769
شركت بازرگاني پاسادداناايرانيان-سهامي خاص-,0.0328,بانك‌پارسيان‌,41728,10102203401,بازرگانی پاساد دانا ایرانیان,10320682315
شركت خدمات بيمه ايران خودرو-سهامي خاص-,0.0268,بانك‌پارسيان‌,377,10102203401,نمایندگی بیمه ایران خودرو,10102584300
شركت سرزمين پهناورمهر-سهامي خاص-,0.0254,بانك‌پارسيان‌,42917,10102203401,سرزمین پهناور مهر,10320895923
شركت توسعه اقتصادآينده سازان-سهامي خاص-,0.0218,بانك‌پارسيان‌,7385,10102203401,توسعه اقتصاد آینده سازان,10320281775
شركت تام ايران خودرو-سهامي عام-,0.0177,بانك‌پارسيان‌,70011,10102203401,تام ایران خودرو,10101800644
شركت توليدي نيرومحركه-سهامي خاص-,0.0107,بانك‌پارسيان‌,786,10102203401,تولیدی نیرو محرکه,10101088782
شركت تحقيق طراحي وتوليدموتورايران خودرو,0.0101,بانك‌پارسيان‌,21734,10102203401,تحقیق طراحی و تولید موتور ایران خودرو,10101800663
شركت سرمايه گذاري پارس آريان-سهامي عام-,0.1,بانك پاسارگاد,440,10102946956,سرمایه گذاری پارس آریان,10102347321
شركت نوآوران دانش پژوه خاورميانه-سهامي خاص-,0.0522,بانك پاسارگاد,42363,10102946956,نوآوران دانش پژوه خاورمیانه,14004153731
شركت نيك انديشان سروش فجر-سهامي خاص-,0.0499,بانك پاسارگاد,41835,10102946956,نیک اندیشان سروش فجر,14004210872
شركت دانش گستران آتي سازپويا-سهامي خاص-,0.0437,بانك پاسارگاد,22681,10102946956,دانش گستران آتی ساز پویا,14004156637
شركت سام گروه-سهامي خاص-,0.0375,بانك پاسارگاد,2910,10102946956,سام گروه,10102417191
شركت ميلادگسترنوآوران-سهامي خاص-,0.0372,بانك پاسارگاد,7281,10102946956,میلاد گستر نوآوران,10320385492
شركت بينش پژوه ايرانيان-سهامي خاص-,0.033,بانك پاسارگاد,7289,10102946956,بینش پژوه ایرانیان,10103705185
شركت سهاب اميدايرانيان-سهامي خاص-,0.0307,بانك پاسارگاد,7290,10102946956,سهاب امید ایرانیان,10103705166
شركت تامين آتيه سرمايه انساني پاسارگاد-س.خ-,0.0273,بانك پاسارگاد,50703,10102946956,تامین آتیه سرمایه انسانی پاسارگاد,10103223273
شركت بازرگاني همقدم-سهامي خاص-,0.0224,بانك پاسارگاد,2908,10102946956,بازرگانی همقدم,10103015113
شركت توسعه ومديريت سرمايه صبا-سهامي خاص-,0.0216,بانك پاسارگاد,22650,10102946956,توسعه و مدیریت سرمایه صبا,14003923256
شركت آرمان گسترخردمند-سهامي خاص-,0.0211,بانك پاسارگاد,51735,10102946956,آرمان گستر خردمند,14004547166
شركت آرمان گسترظفرمند-سهامي خاص-,0.0204,بانك پاسارگاد,51684,10102946956,آرمان گستر ظفرمند,14004847429
شركت انديشه سازان بسامان ونداد-سهامي خاص-,0.0194,بانك پاسارگاد,21415,10102946956,اندیشه سازان بسامان ونداد,10320635047
موسسه رفاه وتامين اتيه اميد,0.0187,بانك پاسارگاد,46206,10102946956,رفاه وتامین اتیه امید,10100589211
شركت بارقه اميدايرانيان-سهامي خاص-,0.0177,بانك پاسارگاد,19612,10102946956,بارقه امید ایرانیان,10320635070
BFMصندوق.س.ا.ب.انديشه زرين پاسارگاد,0.0168,بانك پاسارگاد,62864,10102946956,صندوق سرمایه گذاری اختصاصی بازارگردانی اندیشه زرین پاسارگاد,10000000053
شركت تدبيرگران پيشروپايدارزرين-سهامي خاص-,0.0162,بانك پاسارگاد,51170,10102946956,تدبیرگران پیشرو پایدار زرین,14004355907
شركت نظم آوران پوياي ايرانيان-سهامي خاص-,0.0146,بانك پاسارگاد,20234,10102946956,نظم آوران پویای ایرانیان,10320635904
شركت پديده تابان تجارت-سهامي خاص-,0.013,بانك پاسارگاد,42231,10102946956,پدیده تابان تجارت,10320868300
شركت سامان ساخت آريان-سهامي خاص-,0.0126,بانك پاسارگاد,70346,10102946956,سامان ساخت آریان,10103160268
شركت تامين مسكن گروه مالي پاسارگاد-سهامي خاص-,0.0112,بانك پاسارگاد,7276,10102946956,تامین مسکن گروه مالی پاسارگاد,10103907350
شركت ايماژآفتاب-سهامي خاص-,0.0105,بانك پاسارگاد,42361,10102946956,ایماژ آفتاب,10103724899
شركت بارمان مديران پارس-سهامي خاص-,0.0102,بانك پاسارگاد,42359,10102946956,بارمان مدیران پارس,10320890173
شركت سرمايه گذاري توسعه وگسترش پارس,0.3633,بسته‌ بندي‌ پارس,462,10100679553,توسعه و گسترش اندیشه پارس,10102613264
شركت سرمايه گذاري صنايع پتروشيمي-سهامي عام-,0.144,بسته‌ بندي‌ پارس,46165,10100679553,سرمایه گذاری صنایع پتروشیمی,10101336320
شركت صنايع لاستيكي سهند-سهامي عام-,0.14,بسته‌ بندي‌ پارس,45031,10100679553,صنایع لاستیکی سهند,10103858909
شركت پادذوب تهران-سهامي خاص-,0.0416,بسته‌ بندي‌ پارس,44450,10100679553,پاد ذوب تهران,10101664866
شركت سرمايه گذاري هامون كيش-سهامي خاص-,0.0406,بسته‌ بندي‌ پارس,22631,10100679553,سرمایه گذاری هامون کیش,10861532539
شركت سرمايه گذاري ملي ايران-سهامي عام-,0.0372,بسته‌ بندي‌ پارس,527,10100679553,سرمایه گذاری ملی ایران,10100686779
